{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:30:04Z', 'requestId': '1', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 39, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 66, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1424, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1129, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.21, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:22Z', 'requestId': '40', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 47, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1233, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1310, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1109, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.134, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:24Z', 'requestId': '41', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 811, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 860, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 586, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1190, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.115, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:26Z', 'requestId': '42', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 67, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1009, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 582, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 70, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.121, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:28Z', 'requestId': '43', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 78, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1175, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1348, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 550, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.106, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:30Z', 'requestId': '44', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 546, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1396, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 901, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 80, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.096, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:32Z', 'requestId': '45', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1258, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 75, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 35, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 52, 'statusCode': 200}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.14300000000000002, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:34Z', 'requestId': '46', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1384, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 581, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1351, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 808, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.105, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:36Z', 'requestId': '47', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1203, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 551, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 79, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 983, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.128, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:38Z', 'requestId': '48', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 784, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 670, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 34, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 57, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.102, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:40Z', 'requestId': '49', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1238, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 570, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 621, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1500, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.141, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:42Z', 'requestId': '50', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1392, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 654, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 44, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 594, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.094, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:44Z', 'requestId': '51', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1409, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 823, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 70, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 94, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.1, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:46Z', 'requestId': '52', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 54, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1144, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 80, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 98, 'statusCode': 200}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.14, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:48Z', 'requestId': '53', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 829, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 899, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 45, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 514, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.099, 'memory': 0.48200000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:50Z', 'requestId': '54', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1286, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1469, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 678, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 548, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.259, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:52Z', 'requestId': '55', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 58, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 913, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 654, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1227, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.147, 'memory': 0.485}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:54Z', 'requestId': '56', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 67, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 46, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1228, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 53, 'statusCode': 200}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.159, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:56Z', 'requestId': '57', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 554, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1290, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 62, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 768, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.177, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:31:58Z', 'requestId': '58', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 100, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1101, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1309, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 504, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.166, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:00Z', 'requestId': '59', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1409, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 679, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 59, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 658, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.175, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:02Z', 'requestId': '60', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 809, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1292, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 747, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 97, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.153, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:04Z', 'requestId': '61', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 627, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 82, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 984, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 556, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.161, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:06Z', 'requestId': '62', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 536, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 528, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 966, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 765, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.196, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:08Z', 'requestId': '63', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1375, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 59, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 43, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1034, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.163, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:10Z', 'requestId': '64', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1267, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1274, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 995, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 725, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.156, 'memory': 0.47700000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:12Z', 'requestId': '65', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 577, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 773, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 94, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 36, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.157, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:14Z', 'requestId': '66', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 913, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1151, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 652, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 622, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.147, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:16Z', 'requestId': '67', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1361, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1159, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1469, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 60, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.159, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:18Z', 'requestId': '68', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 67, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 73, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1124, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 86, 'statusCode': 200}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.141, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:20Z', 'requestId': '69', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1128, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 768, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 48, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1068, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.14400000000000002, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:22Z', 'requestId': '70', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1285, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 976, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 748, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 35, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.14800000000000002, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:24Z', 'requestId': '71', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1491, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1452, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 618, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 607, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.152, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:26Z', 'requestId': '72', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1180, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1347, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1041, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 936, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.183, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:28Z', 'requestId': '73', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 990, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1313, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 758, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1016, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.142, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:30Z', 'requestId': '74', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1434, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1071, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 702, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 60, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.145, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:32Z', 'requestId': '75', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 71, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1370, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 755, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 650, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.141, 'memory': 0.479}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:34Z', 'requestId': '76', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 990, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 60, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1161, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 738, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.209, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:36Z', 'requestId': '77', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 926, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 71, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 35, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1295, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.21, 'memory': 0.486}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:38Z', 'requestId': '78', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 886, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 713, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 56, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1166, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.278, 'memory': 0.49}}
